Word,Concrete_rating
pronoun,2.48
pronouncement,2.15
proofreader,3.82
prop,4.46
propagate,2.35
propellant,4.21
propeller,4.9
propensity,1.89
proper,1.78
properly,1.93
prophecy,1.93
prophesy,2.11
prophet,3.78
prophetic,1.68
propose,2.19
proprietor,4.24
proprietress,3.71
propriety,2.19
props,4.26
prorate,2.31
prosecute,2.44
prosecutor,4.24
prospect,2.4
prospector,3.57
prosper,2.27
prosperity,1.64
prosperous,2.48
prosthesis,4.19
prostitute,4.28
prostrate,3.56
protecting,2.04
protector,3.66
protein,3.66
protester,3.96
protocol,1.97
prototype,3.69
protractor,4
protrusion,3.9
proudly,1.9
provable,2.08
prove,1.83
proverb,2.26
provided,2.32
providential,1.94
provider,3.78
providing,2.48
proving,1.77
provocative,1.9
provoke,2.39
provoking,1.72
prowess,2.03
prowler,4.24
proximal,2.44
proximally,2.17
proximate,1.88
proxy,2.07
prude,2.39
prudence,1.58
prudent,1.77
prudently,1.37
prudish,1.72
prune,4.7
psoriasis,3.84
psyche,1.34
psychoanalyst,3.83
psychologist,4.33
psychology,2.31
psychoses,2.38
psychosis,2.31
psychotherapist,4.16
psychotic,2.39
pterodactyl,4.2
publication,4.41
publicist,4.11
publicly,2.38
publisher,4.24
puckish,2.25
puddle,4.67
pueblo,4.26
puffball,4.37
puffer,3.68
puffin,4.38
pulley,4.74
pullover,4.32
pulpit,4.14
pulpy,3.55
pumice,3.85
pumpernickel,4.77
pumpkin,4.9
pun,2.3
punch,4.39
punchbowl,4.85
punching,4.44
punchy,2.21
punctual,1.87
punctually,1.88
punctuation,3.74
punishable,1.96
punishment,2.46
punitive,2.27
punter,4.07
pup,4.61
pupil,4.55
puppeteer,4.17
pureblood,2.28
purely,1.68
pureness,1.69
purer,1.92
purification,2.31
purify,2.35
purist,2.38
purity,1.73
purpose,1.52
purposeful,1.86
purposefully,1.58
purposely,1.7
pursuant,1.89
pushcart,4.25
pushing,3.73
pushy,2.48
putt,3.9
puzzle,4.75
pygmy,4.29
pyrotechnic,3.96
pyrotechnics,4
python,4.96
quad,4.07
quadriceps,4.36
quadruplet,4.36
quaint,1.81
quaintly,1.65
quake,3.64
qualified,2
qualifier,2.31
qualify,1.93
qualm,2
quandary,1.75
quantify,1.76
quantitative,1.92
quantum,1.9
quart,4.57
quarter,4.43
quarterback,4.61
quartermaster,4.04
quarters,4.57
quarterstaff,3.73
quartz,4.72
queasiness,2.47
queenly,1.68
queerer,1.96
queerly,1.86
quench,2.43
querying,2.04
questionable,1.79
questionably,2.21
questioner,3.63
questionnaire,4.24
quibble,2.29
quiche,4.53
quicken,2.43
quickly,2.36
quicksand,4.75
quieter,1.82
quilted,4.25
quilting,4.52
quintessential,1.56
quirk,2.25
quizmaster,3.58
quizzical,2.11
quotable,1.86
rabbi,4.64
raccoon,4.67
racehorse,4.83
racetrack,4.89
raceway,4.85
racial,2.32
racialism,1.96
racially,2.16
racism,2.36
rack,4.48
racy,1.93
radiance,2.21
radiant,2.45
radiator,4.78
radically,1.63
radiologist,4.52
radish,4.87
radius,3.61
raffle,3.88
rafter,4.97
ragging,1.91
railroad,5
railroading,2.19
rain,4.97
rainbow,4.57
raincoat,5
raindrop,4.89
rainfall,4.93
rainstorm,4.86
rainwater,4.64
raisin,4.97
rampant,2.25
ramrod,3.85
rancher,4.83
randomly,1.9
randomness,1.63
ranged,2.38
ranger,4.21
ranging,2.42
rankness,2.38
rapidity,2.46
rapport,1.84
rapture,1.97
rare,1.96
rarely,1.64
rarity,2.24
rascally,1.77
rashly,2.11
rashness,2.36
ratchet,4.64
rated,2.36
ratify,2.47
rating,2.26
rational,1.62
rationale,2.13
rationalize,1.52
rationally,1.59
rattail,4.65
rattle,4.07
rattler,4.5
rattles,4.14
rattlesnake,5
rattling,3.66
raucous,2.39
raunchy,2.1
ravage,2.29
ravenous,1.85
ravine,4.61
rawhide,4.35
rawness,2.36
razorback,3.96
razzle,2.12
reaction,2.41
reactive,2.43
reactor,3.68
read,3.56
readily,1.88
readiness,1.64
readjust,2.36
readjustment,2.03
reaffirm,2.17
realism,1.33
realist,2.34
realistic,2.07
reality,1.72
realization,1.54
realize,2.03
realizing,1.81
realness,2.41
reanimate,2.3
reason,1.93
reasonable,1.78
reasonably,2.04
reasoning,1.39
reassign,2.38
reassurance,1.85
reassure,2.29
reawaken,2.04
rebirth,2.21
rebuff,2.15
rebuilt,3.55
rebuke,2.07
recall,2.14
recant,2.03
recap,2.48
receipt,4.86
receipts,4.52
receivable,2.34
recently,1.89
receptacle,4.58
receptionist,4.36
receptive,2.21
receptivity,1.78
recheck,2.08
reciprocal,2.46
reciprocation,2.35
reckless,2.36
recklessly,2.38
recklessness,2.11
reckon,1.74
reckoning,1.86
reclaim,1.76
reclining,4
recognize,2.07
recoil,3.55
recollect,1.9
recollection,2.07
recommend,1.74
reconcile,1.79
reconciliation,2.19
recorder,4.43
recording,3.68
recount,2.26
recoup,2.21
recourse,2
recreate,2.41
recruiter,4
rectangle,4.76
rectangular,4.11
rectify,2.08
rectum,4.92
recuperative,2.16
recurrence,2
recurrent,1.93
recursive,2.26
recycled,3.9
redcoat,4.07
redecorate,3.55
redeem,2.24
redemption,1.88
redheaded,4.29
redirect,1.88
redneck,3.77
redness,4.14
redouble,2.28
reduce,2
redundancy,2.39
redwood,4.96
reefer,4.54
refer,2.41
reference,2.38
referral,2.43
refine,2.43
refinement,2.04
refinery,4.59
refining,2.3
reflector,4.3
reform,2
reformer,1.92
refractive,2.19
refrigerant,3.93
refrigerate,3.69
refrigeration,3.92
refueling,3.67
refusing,2.27
refutation,2.04
refute,2.21
regain,1.79
regal,2.18
regalia,3.78
regard,1.79
regarding,1.77
regards,2.04
regency,2.12
regiment,4
register,3.87
registrar,3.64
registration,3.68
regress,2.17
regression,1.92
regret,1.8
regretful,2.07
regrettable,1.82
regroup,2.41
regular,2.4
regularity,1.96
regularly,1.8
regulate,2.03
regulation,2
regulatory,1.97
rehash,2.17
reign,2.37
reigning,2.12
reinforce,2.32
reinstate,1.9
reissue,2.15
reiterate,2.48
reject,2.4
rejection,2.25
rejoice,2.17
rejuvenation,2.1
rekindle,2.36
relapse,2.21
relate,2
relation,2.11
relational,1.96
relatively,1.45
relativism,1.75
relativity,1.7
relent,1.69
relentless,1.93
relentlessly,2.22
relevance,1.58
relevant,1.72
reliability,1.83
reliable,1.86
reliably,1.77
reliance,2.2
reliant,1.83
relief,2.45
relieve,2.47
religion,1.71
relishing,1.62
relive,2.12
reluctant,1.76
rely,1.93
remain,1.96
remarkable,1.89
remedial,2.31
remembrance,2.4
remind,2.19
reminder,2.41
reminisce,2.39
reminiscent,1.68
remission,2.13
remittance,2.39
remorse,2
remorseful,2
remotely,2.03
removable,2.48
remover,3.68
renaissance,2.3
render,2.14
rendering,2.47
rendition,2.42
renew,2.07
renewable,2.26
renewal,2.29
renewed,1.79
renounce,1.62
renown,1.68
renter,4.15
repaint,4.08
repairer,4.29
repeal,2.24
repeatedly,2.48
repent,1.96
repentant,1.68
repertoire,2.41
replenish,2.18
replica,3.86
report,3.92
reportedly,1.74
repository,3.66
reprehend,2.09
represent,2.12
repression,1.66
repressive,1.62
reprint,3.71
reprisal,2.16
reprise,2.37
reproach,1.71
reproof,2.24
reprove,1.96
reptile,4.47
repudiate,2
repugnance,1.81
repugnant,1.62
repulse,2.38
repulsion,2.1
repulsive,2.11
reputable,1.87
repute,1.76
reputed,1.88
require,2.07
requisition,2.41
resale,2.26
researcher,3.81
resemble,2.19
resent,2.41
resentful,2.3
resentment,1.78
reservoir,4.75
reshuffle,3.73
residence,4.34
residue,3.78
resign,2.25
resigned,2.17
resilient,2.21
resistant,1.83
resolute,1.68
resolution,2.37
resolve,1.96
resolved,2.13
resonance,2.23
resonant,2
resonate,2
resort,4.3
resound,2.07
respect,2.04
respectable,1.85
respiration,3.89
respirator,4.56
respite,1.77
responsive,2.27
restaurant,4.89
restful,2.04
restfulness,2.3
restitution,2.36
restless,2.46
restock,3.75
restrict,2.21
resulting,2.11
resume,4
retailer,4.03
retain,2.32
retaining,2.23
retaliate,2.25
retarding,2.2
rethink,2.17
retina,4.46
retook,2.31
retract,2.42
retracted,2.37
retribution,2
retriever,4.15
retroactive,1.79
retrograde,2.15
retrospect,1.75
returned,2.27
reusable,2.34
reuse,3.83
revalue,1.7
revamp,2.46
revel,1.69
revelation,2.21
revelry,2.23
revenge,1.54
revengeful,2.24
revere,1.7
reverence,1.7
reverend,4.14
reverent,1.5
reverently,1.68
reversely,2
revert,2
reviewer,3.67
revise,2.33
revised,2.15
revisionist,2.04
revitalize,2.29
revolver,4.69
rewrite,3.55
rhetorical,1.5
rhinestone,4.82
rhinoceros,4.75
rhubarb,4.86
rib,4.9
ribbon,4.89
richly,2.35
richness,2.04
rickshaw,4.62
riddance,1.82
rider,4.07
ridge,4.48
ridicule,2.07
ridiculously,1.6
riding,4.14
rifleman,4.67
rigger,3.84
rigging,4.1
righteous,1.43
rightful,1.6
rightly,1.93
rightness,2.19
rigidity,2.38
rigidly,2.4
rigorously,2.14
rile,1.96
ringing,3.86
ringmaster,4.32
ringside,3.72
ringworm,4.5
rinsing,4.17
rioting,3.79
ripcord,4.7
ripping,3.78
ripple,3.85
rippling,3.76
riptide,4.17
risk,1.63
risky,1.31
ritually,2.21
ritzy,2.46
rivalry,2.14
riverbank,4.68
riverbed,4.69
riverboat,4.9
riverside,3.86
riveter,4.17
roadblock,4.71
roadhouse,4.37
roadster,4.35
roadway,4.67
roasted,3.67
roaster,4.19
robber,4.31
robbery,3.93
robot,4.65
robustly,2.31
rocker,4.31
rocketry,3.62
roguish,2.04
role,2.19
romance,2.19
romancing,2.12
room,4.79
roommate,4.52
rooster,4.75
roosters,4.93
rosary,4.63
rosebush,4.69
rosemary,4.68
rosette,4.15
rosewater,4.58
rosewood,4.92
roster,3.76
rotating,3.62
rotisserie,4.23
roughage,3.61
roulette,4.15
roundhouse,4.24
roundness,4.07
rowboat,4.81
rower,4.21
rowing,3.6
royally,2.07
rubbing,3.76
rubbish,3.64
rubble,4.56
rucksack,4.14
rudely,2.48
rudeness,2.15
rue,2.19
ruffle,3.75
ruinous,2.12
ruler,4.66
ruling,2.32
ruminate,2.19
rumor,2.15
runabout,2.48
rundown,2.3
runner,4.86
running,4.27
rupee,4.68
ruse,1.57
ruthless,1.64
ruthlessness,1.6
saccharin,3.62
sachet,4.64
sackcloth,4.65
sacker,3.57
sacred,1.77
sacrificial,2.07
sacrificing,2.3
sacrilege,1.88
sadden,2.44
saddlebag,4.88
sadistic,2.07
sadly,2.43
sadness,1.82
safeguard,2.21
safely,2.27
safeness,1.77
safety,2.37
saffron,4.44
saga,2.19
sagebrush,4.64
sagely,1.72
sail,4.59
sailboat,4.89
sailcloth,4.39
sailing,4.17
sainted,1.72
saintly,1.75
salacious,1.57
salamander,4.7
salesgirl,4.46
saleslady,4.65
salesman,4.81
saleswoman,4.8
salient,2.04
salmonella,3.72
salon,4.73
saloon,4.68
saloonkeeper,4.68
saltshaker,4.96
saltwater,4.77
salty,3.93
salutary,1.92
salute,4.48
salvation,2.07
salve,4
samba,4.25
sameness,2.31
sample,3.79
sampler,3.72
sanatorium,3.83
sanctify,1.68
sanction,2.3
sanctity,1.35
sanctuary,3.64
sandalwood,4.71
sandbag,4.68
sandbank,4.83
sandbar,4.6
sandbox,4.86
sandcastle,4.96
sanding,3.77
sandpaper,4.85
sandpiper,4.61
sandstone,4.74
sandstorm,4.63
sandwich,4.9
sangria,4.45
sanitation,3.6
sanity,1.85
sanskrit,4.04
sapling,4.52
sapphire,4.76
sapping,1.77
sarcasm,1.63
sarcastically,1.64
sarcophagi,4.17
sarcophagus,4.48
sardine,5
sarong,4.5
sass,2.26
sassafras,4.19
sassy,2.14
sat,3.88
satanic,2.36
satchel,4.73
sate,2
satellite,4.73
satinwood,4.48
satire,1.96
satiric,1.93
satirical,2.46
satirize,1.96
satisfy,2.04
saucepan,4.67
saucer,4.79
saucily,2.11
sauerkraut,4.54
savagely,2.37
savagery,1.73
savanna,4.32
savannah,4.33
save,2.42
saver,2.27
saving,2.36
savor,2.48
savvy,2.03
sawdust,4.93
sawhorse,4.78
sawing,3.9
sawmill,4.74
sax,4.64
saxophone,5
saxophonist,4.52
scab,4.71
scabbard,4.65
scabby,3.69
scabies,4.24
scaffolding,4.83
scallion,4.72
scallop,4.61
scallywag,2.25
scalpel,4.86
scaly,4.22
scampi,3.69
scandal,2.13
scanner,4.79
scant,2.17
scantily,2.04
scapula,4.08
scarcity,2.07
scarecrow,4.68
scathingly,1.73
scatter,3.55
scavenger,3.93
scene,3.93
scheme,2.41
schemer,2.33
schilling,4.04
schizophrenia,2.33
schnapps,4.48
scholastically,1.58
schoolboy,4.5
schoolgirl,4.66
schoolhouse,4.86
schoolmaster,4.76
schoolmate,4.64
schoolmistress,4.19
schoolroom,4.64
schoolwork,4.1
schooner,4.12
scientific,2.45
scientist,4.24
scion,4.07
scissor,4.9
sclerosis,3.68
scooping,3.77
scorch,4.08
scoreboard,4.9
scorecard,4.61
scorekeeper,4.54
scornful,2.04
scornfully,1.83
scorpion,4.84
scotch,4.55
scourge,2.31
scoutmaster,4.24
scowling,3.87
scrambled,3.93
scrapbook,4.76
scrape,4.15
scraper,4.23
scraping,3.82
scrappy,2.3
scratch,4.16
scratches,4.59
scratching,4.3
screaming,3.96
screeching,3.71
screenplay,4.41
screwdriver,4.9
screwy,1.83
scribble,4.1
scribbled,3.77
scribbler,3.7
scribbling,4.1
scribe,4.04
scrimped,1.88
script,4.72
scripture,3.86
scriptwriter,4.39
scrotum,4.87
scrubbed,3.78
scrubber,4.52
scrubby,2.4
scruple,1.92
scrupulous,1.96
scrupulously,1.81
scrutinize,1.85
scrutiny,2.26
scuff,3.68
scuffle,3.62
sculpt,3.57
sculptor,4.09
sculptress,4.23
sculpture,4.79
scummy,2.35
scythe,4.29
seabed,4.33
seaboard,3.68
seacoast,4.27
seafront,4.45
seahorse,4.89
sealer,4.17
sealskin,4.84
seam,4.5
seaman,4.42
seamless,3.8
seamstress,4.43
seaplane,4.75
seaport,4.57
searcher,3.93
searchlight,4.63
seascape,4.28
seashore,4.63
seasonally,2.17
seasoning,4.67
seated,3.86
seating,4.29
seawall,4.27
seawater,4.41
seaweed,4.89
seclusion,2.38
secondarily,1.88
secondary,2.37
secondly,2.13
secrecy,2
secretariat,3.67
secretary,4.54
secretive,2.25
secretly,2.03
sectional,3.81
secular,2.43
sedately,2.08
sedative,4.56
sedentary,2.22
sediment,4
sedimentation,3.8
seduce,2.18
seducer,2.36
seduction,2.21
seductive,2.48
seductively,2.37
seed,4.71
seedless,4.21
seedling,4.56
seem,1.75
seemingly,1.52
seemly,1.72
seethe,2.39
seething,2.23
seismograph,4.54
seismological,2.41
seismologist,4.04
seize,3.97
seldom,1.38
selection,2.34
selective,2.12
selfish,1.92
selfishly,2.04
selfless,1.61
selflessly,2
semantic,1.82
semantics,1.7
semblance,2
semen,4.79
semicircle,4.21
semicolon,4.62
semiconductor,4.28
seminal,2.15
senator,4.59
sender,3.82
senile,2.46
seniority,2.34
senorita,4.18
sensational,1.72
sensed,2.31
senseless,1.69
sensibility,1.52
sensibly,1.36
sensitivity,1.77
sensual,2.26
sensuality,2
sensuous,1.9
sentence,3.57
sentiment,2.1
sentinel,3.67
separateness,2.46
separator,4.19
september,3.81
septic,3.74
sequential,2.35
sequestered,2.3
sequin,4.24
serenely,2.39
serenity,1.62
serially,2.08
seriously,2
servant,4.64
service,2.21
serviceman,4.57
servitude,2.32
sesame,4.5
setback,1.97
settle,2.31
settler,4.11
settling,2.26
sever,4
severe,2.43
severely,1.76
severity,1.76
sewage,4.52
sewing,4.4
sexism,1.61
sexless,1.97
sextet,3.81
sextuplet,4.52
sexually,2.33
shabbily,2.33
shaft,4.71
shaker,4.11
shaking,4.27
shale,3.84
shall,2.33
shallot,4.59
shame,2.24
shameful,1.71
shameless,1.89
shamelessness,1.48
shampoo,4.68
shamrock,4.89
shanghai,3.68
shantytown,4.15
shard,4.21
sharecropper,3.88
shareholder,3.72
shark,4.93
sharkskin,4.77
sharpen,3.72
sharpener,4.64
sharply,2.38
sharps,3.64
sharpshooter,4.59
shaven,3.71
shaving,4.63
shavings,4.5
sheath,4.48
sheathe,3.84
shedding,3.96
sheen,3.64
sheepdog,4.72
sheepish,2.36
sheepishly,1.96
sheepskin,4.78
sheik,4.6
shellac,4.07
shelled,3.97
shellfish,4.53
shelving,4.67
shepherd,4.67
shepherdess,4.36
sherbet,4.83
shiftless,2.27
shifty,1.91
shinbone,4.8
shingles,4.47
shipboard,3.93
shipbuilder,4.62
shipbuilding,4.63
shipload,4.19
shipman,3.92
shipmate,4.52
shipment,4.48
shipper,3.93
shipping,3.59
shipwreck,4.3
shipyard,4.79
shirt,4.94
shirtsleeve,4.64
shirttail,4.78
shiver,3.88
shockingly,1.52
shockwave,3.78
shoehorn,4.57
shoelace,5
shoemaker,4.54
shoeshine,4.21
shoestring,4.87
shooter,4.14
shooting,3.85
shopkeeper,4.43
shoplift,3.59
shoplifter,4.32
shopper,4.44
shore,4.79
shoreline,4.87
shortage,2.46
shortbread,4.56
shortcake,4.41
shortening,4.04
shorthand,3.57
shortly,2.31
shorts,4.82
shortsighted,2.28
shortstop,4.23
shoulder,4.93
shouldered,2.42
shovelful,3.92
show,3.97
showboat,3.67
shower,4.89
showerhead,4.93
showgirl,4.44
showpiece,3.83
showplace,4.07
showroom,4.54
showy,2.43
shrapnel,4.57
shredding,3.69
shrewd,1.92
shrewdly,1.97
shrewish,2.04
shriek,3.97
shrivel,3.57
shroud,4.34
shrub,4.92
shrubbery,4.89
shrug,4.21
shucking,3.85
shuffle,3.83
shuffleboard,4.74
shuffler,3.92
shutdown,3.85
shutter,4.38
shyness,2
sibling,4.37
sickbed,3.63
sicker,2.33
sickle,4.88
sickroom,4.12
sideboard,4.42
sideburns,4.96
sidecar,4.82
sides,3.82
sideshow,4.03
sidestep,4.15
sidestroke,3.59
sideswipe,3.57
sidewalk,4.96
siesta,3.89
sifter,4.64
sightseer,4.21
signal,3.86
signalman,4.33
signature,4.43
signboard,4.62
significance,1.68
significant,1.67
signify,1.73
signpost,4.63
silenced,2.41
silencer,4.19
silhouette,4.57
silica,4.22
silicone,4.33
silkworm,4.62
silky,4.12
silverfish,4.77
silversmith,4.38
silverware,4.66
similar,2.46
similarity,1.9
simile,2.04
simmer,3.88
simpler,1.96
simplicity,1.96
simplification,1.86
simplify,1.89
simulate,2.31
simulator,3.89
sin,1.85
sincere,1.81
sincerely,1.37
sincerity,1.97
sinful,1.87
sinfully,1.93
singing,4.2
singled,2.21
singly,1.95
sinker,3.85
sinkhole,4.48
sinless,1.54
siphon,3.68
sirloin,4.66
sister,4
sisterly,2.44
site,4.56
situate,1.96
situated,2.15
situation,2.03
sixpence,4.45
skateboard,4.86
skateboarder,4.82
skating,4.75
skeet,4.23
skeletal,3.67
skeleton,4.97
skeptical,1.7
skepticism,2.14
sketch,4.56
sketchbook,4.79
sketcher,3.81
sketching,3.84
sketchpad,4.86
sketchy,1.96
skewer,4.46
skid,4.07
skiing,4.42
skilled,1.96
skillet,4.73
skillful,1.93
skillfully,1.83
skimp,2.31
skinhead,4.04
skinless,3.81
skinning,3.82
skinny,3.57
skip,4.07
skipper,4.39
skipping,4.14
skit,3.86
skittish,2.11
skittle,4.12
skittles,4.93
skullcap,4.54
skydiver,4.78
skylark,4.52
skylight,4.79
skyrocket,3.73
skyscraper,4.76
slacker,2.41
slacks,4.57
slander,2.33
slanderous,1.93
slang,2.48
slapping,4.03
slashed,4.18
slate,4.58
slaughter,3.68
slaughterer,3.7
slaughterhouse,4.83
slave,4.38
slaved,2.36
slaw,4.64
slaying,3.93
sleazy,2.48
sledding,4.07
sledge,4.11
sledgehammer,4.89
sleep,4.44
sleepily,2.44
sleepwalker,4.38
sleet,4.78
sleeve,4.84
sleeveless,4.6
sleigh,4.71
sliced,4.31
slicing,3.56
slide,4.48
slighted,2.18
slightly,1.79
sling,4.52
slinging,3.59
slingshot,4.87
slipcover,4.69
slipknot,4.68
slipping,4.1
slithery,2.38
sliver,3.88
slobber,4.33
slope,4.07
sloped,3.79
sloppily,2.48
sloppy,2.44
slothful,2.15
slothfulness,2.15
slouch,3.56
slovenly,2.39
sludge,4.23
slum,4.03
slummy,2.17
slurp,3.83
slush,4.04
slushy,3.7
slyly,2.26
smallness,2.2
smallpox,4.25
smalltime,1.92
smartly,2.32
smash,3.79
smasher,3.62
smear,3.66
smell,3.7
smelling,3.58
smite,2.31
smokehouse,4.32
smokescreen,3.77
smokestack,4.73
smoking,4.32
smoky,4.04
smooches,4.08
smoothie,4.62
smoothness,3.87
smudge,4.5
smug,1.83
smuggler,4.31
smugly,1.88
smugness,1.96
snagged,3.71
snail,4.93
snakebite,4.7
snaky,2.44
snapdragon,4.32
snapper,4.52
snapshot,4.68
snatcher,3.6
snazzy,1.77
sneaker,4.69
sneaky,1.97
snide,2.04
sniff,4.17
sniffer,3.65
sniffy,2.44
snobbery,1.74
snobbish,2.18
snobby,1.81
snooty,2.42
snorer,4.23
snoring,4.18
snort,4.18
snorting,3.89
snot,4.48
snotty,2.39
snout,4.89
snowball,4.93
snowdrift,4.78
snowdrop,4.5
snowfall,4.66
snowfield,4.26
snowflake,4.76
snowman,4.64
snowshoe,4.67
snowstorm,4.86
snowy,4.25
soaker,3.79
soaring,3.71
sobbingly,2.38
sobering,1.79
soberly,2.28
sociable,2.03
sociably,2.3
socialism,2.21
socialite,3.93
socialize,2.41
socially,1.85
societal,2.2
sociological,1.55
sociologist,3.96
sociology,1.79
sod,4.62
softball,4.89
software,4.08
softwood,3.92
softy,2.38
solace,2.04
solarium,4.04
soldier,4.72
solely,1.75
solemn,1.52
solemnly,1.79
soles,4.17
solicitor,3.92
solidarity,1.9
solitaire,3.7
solitude,2.07
soloist,3.92
soluble,3.59
solve,2.1
solvency,1.89
somber,2.03
sombrero,4.7
somebody,3.79
someday,1.72
somehow,1.28
someplace,1.97
somersault,4.79
someway,1.24
sonata,3.7
songbird,4.59
songbook,4.63
sonic,2.29
sonogram,4.48
soon,1.79
sooner,2.11
soothe,2.14
soothingly,2.15
sophisticated,1.88
sorcerer,4.47
sorceress,3.79
sorcery,2
sorely,2.21
sorrow,2.36
sorrowful,1.74
sorter,3.97
souffle,4.57
sought,2.26
soul,1.86
soulful,2.24
soulfully,2.26
soulfulness,1.79
soulless,1.52
soundings,2.46
soundly,1.81
soundness,2.35
soundtrack,4.34
sourdough,4.66
sourly,2.23
southerly,2.33
southerner,3.67
southernmost,3.85
southpaw,3.78
sowing,4
soybean,4.82
spacecraft,4.8
spaceship,4.48
spacesuit,4.96
spades,4.53
spaghetti,5
spareribs,4.76
sparingly,2.21
sparking,3.72
sparkle,3.81
sparkler,4.68
sparks,4.39
sparring,3.69
sparse,2.31
sparsely,2.18
spat,3.62
spatial,1.96
spatially,1.89
speak,3.7
speakeasy,3.59
speakers,4.93
speaking,3.83
spearhead,4.19
spearmint,4.7
specialize,1.7
specially,1.74
specialty,2.43
specification,2.45
specifics,1.97
specify,2.3
speck,4.46
speckled,3.59
specks,3.71
spectacles,4.56
spectator,4.07
spectrometer,4.48
spectroscope,4
speculate,1.68
speculative,1.48
speedboat,4.87
speedily,2.48
speedometer,4.78
speedway,4.57
spelling,3.63
spherical,3.83
sphincter,4.54
sphinx,4.83
spices,4.66
spidery,2.46
spied,2.36
spillover,3.85
spinach,4.77
spinal,3.62
spineless,2.25
spinner,3.83
spinster,3.58
spire,4
spirit,1.6
spirited,1.67
spiritual,1.79
spirituality,1.07
spit,4.71
spite,2.07
spiteful,2.34
splashdown,3.6
splashing,4.41
splatter,3.82
splendid,1.79
splendor,1.59
splicer,4.16
splint,4.69
splinter,4.41
splurge,2
spokesman,4.11
spokeswoman,4.55
sponge,5
sponged,3.71
spongy,3.72
spontaneously,2.21
spoof,2.4
spooky,2.25
spoonful,4.43
sporadic,2.38
spore,4.14
sportingly,2.21
sportsman,4.44
sportsmanship,1.97
sportswoman,4.32
sportswriter,3.93
spotlight,4.63
spotted,3.6
spout,4.67
sprayer,4.62
spreader,3.72
sprig,4.29
spring,3.89
springboard,4.24
springing,3.59
springy,3.97
sprinkler,4.89
sprinkling,3.59
sprint,4.14
sprinter,4.13
sprocket,4.58
sprouting,4.07
spud,4.76
spunk,2.44
spunky,1.97
spurn,1.97
spyglass,4.79
squaring,2.48
squash,4.7
squatter,3.67
squatting,4.37
squawk,3.73
squawker,3.68
squeaker,3.58
squeaking,3.93
squealing,3.83
squeamish,2.17
squeegee,4.75
squeeze,3.75
squeezer,4.21
squeezing,3.89
squiggle,3.88
squint,4.3
squinted,3.83
squinting,3.9
squirm,3.82
squirming,3.73
squirrel,4.89
stab,4.07
stabbing,3.79
stability,2.41
stabilization,2
stableman,4.73
stagecoach,4.93
stagger,3.57
staining,3.56
stair,4.93
staircase,4.66
stairwell,4.85
stalagmite,4.36
stalemate,2.41
stallion,4.72
stamen,3.75
stampede,3.89
standardized,1.93
standby,2.34
standing,4.04
standoffish,2.36
standpoint,1.71
standstill,2.39
stapling,3.61
starch,4.29
stardom,2.26
starfish,4.9
stargazer,4.1
staring,3.8
starlet,4.46
starlight,4.34
starry,4.08
starting,2.14
startle,2.13
starvation,2.42
statehouse,4.14
stateless,1.93
stately,1.83
stateroom,4.5
statesman,3.76
station,4.32
stationary,3.95
stationery,4.29
stationmaster,4.22
statistician,3.88
statuesque,2.38
statuette,4.54
stature,2.32
status,2.24
statutory,1.75
stay,2.15
steadfast,1.92
steadier,2.21
steadily,2.37
stealthy,2.25
steamboat,4.9
steaming,3.79
steamroller,4.79
steamship,4.63
steelworker,4.44
steelworks,4.3
steely,2.44
steering,4
steersman,4.28
stellar,2.45
stemmed,3.62
stencil,4.83
stenographer,4.3
stepbrother,4.67
stepchild,4.33
stepdaughter,4.07
stepfather,4
stepladder,4.67
stepmother,4.23
stepparent,3.89
stepsister,4.32
stepson,3.68
stereo,4.63
stereotype,2
stereotyped,1.5
sterility,2.28
sterling,3.93
sternly,1.87
steroid,3.97
steroids,4.52
stethoscope,4.86
steward,4.07
stewardess,4.31
stickiness,3.9
stickler,2.46
stickman,4.22
sticky,3.59
stiffen,3.82
stigma,1.76
stillness,2.4
stimulant,4.08
stimulation,2.44
stingray,4.9
stingy,2
stipulate,2.04
stirrer,3.83
stirrup,4.9
stitching,4.48
stock,4.19
stockade,4.46
stockbroker,4.32
stockholder,3.97
stocking,4.86
stockings,4.62
stockman,4.04
stockpile,3.83
stockroom,4.61
stocks,3.97
stockyard,4.58
stoic,2.19
stoically,1.93
stoicism,2.2
stomach,4.89
stomp,4.41
stonecutter,4.63
stonemason,4.56
stonewall,3.56
stoneware,4.66
stonework,4.25
stony,3.57
stop,3.68
stopwatch,4.92
storefront,4
storehouse,4.62
storekeeper,4.69
storeroom,4.5
storied,1.96
stormily,2.42
stormy,3.96
storybook,4.92
storyteller,3.88
stoutly,2.32
stove,4.96
stovepipe,4.88
stowaway,3.72
straddle,3.74
straddling,3.7
straggler,3.57
straightedge,4.07
straighten,3.72
strainer,4.46
strait,4.04
straitjacket,4.73
strand,4.1
stranding,2.38
strangely,1.92
strangeness,2.11
strangulation,3.95
strapless,3.93
strategy,1.93
strawberry,5
streak,3.67
streaker,4.24
streamer,4.12
streetcar,4.89
streetlight,4.82
streets,4.77
streetwalker,4.33
stressful,1.89
stretch,3.62
stretcher,4.56
strictly,2.07
stride,3.81
strife,2.2
striker,3.73
strikingly,1.89
string,4.76
strings,4.75
stripe,4.72
stripper,4.78
stripping,3.86
striptease,3.72
strive,2.07
striving,1.72
stroking,4.2
stroller,4.96
strongbox,4.79
strongly,2.39
